source,target,year
157227,GM0845,2013
157228,GM0845,2014
157229,GM0845,2015
157230,GM0845,2016
157231,GM0845,2017
157232,GM0845,2018
157233,GM0845,2019
157234,GM0845,2020
157235,GM0845,2021
157236,GM0846,2010
157237,GM0846,2011
157238,GM0846,2012
157239,GM0846,2013
157240,GM0846,2014
157241,GM0846,2015
157242,GM0846,2016
157243,GM0846,2017
157244,GM0846,2018
157245,GM0846,2019
157246,GM0846,2020
157247,GM0846,2021
157248,GM1883,2010
157249,GM1883,2011
157250,GM1883,2012
157251,GM1883,2013
157252,GM1883,2014
157253,GM1883,2015
157254,GM1883,2016
157255,GM1883,2017
157256,GM1883,2018
157257,GM1883,2019
157258,GM1883,2020
157259,GM1883,2021
157260,GM0051,2010
157261,GM0051,2011
157262,GM0051,2012
157263,GM0051,2013
157264,GM0051,2014
157265,GM0051,2015
157266,GM0051,2016
157267,GM0051,2017
157268,GM0051,2018
157269,GM0051,2019
157270,GM0051,2020
157271,GM0051,2021
157272,GM0610,2010
157273,GM0610,2011
157274,GM0610,2012
157275,GM0610,2013
157276,GM0610,2014
157277,GM0610,2015
157278,GM0610,2016
157279,GM0610,2017
157280,GM0610,2018
157281,GM0610,2019
157282,GM0610,2020
157283,GM0610,2021
157284,GM0040,2010
157285,GM0040,2011
157286,GM0040,2012
157287,GM0040,2013
157288,GM0040,2014
157289,GM0040,2015
157290,GM0040,2016
157291,GM0040,2017
157292,GM0040,2018
157293,GM0040,2019
157294,GM0040,2020
157295,GM0040,2021
157296,GM1714,2010
157297,GM1714,2011
157298,GM1714,2012
157299,GM1714,2013
157300,GM1714,2014
157301,GM1714,2015
157302,GM1714,2016
157303,GM1714,2017
157304,GM1714,2018
157305,GM1714,2019
157306,GM1714,2020
157307,GM1714,2021
157308,GM0090,2010
157309,GM0090,2011
157310,GM0090,2012
157311,GM0090,2013
157312,GM0090,2014
157313,GM0090,2015
157314,GM0090,2016
157315,GM0090,2017
157316,GM0090,2018
157317,GM0090,2019
157318,GM0090,2020
157319,GM0090,2021
157320,GM0091,2010
157321,GM0091,2011
157322,GM0091,2012
157323,GM0091,2013
157324,GM0091,2014
157325,GM0091,2015
157326,GM0091,2016
157327,GM0091,2017
157328,GM0091,2018
157329,GM0091,2019
157330,GM0091,2020
157331,GM0091,2021
157332,GM0342,2010
157333,GM0342,2011
157334,GM0342,2012
157335,GM0342,2013
157336,GM0342,2014
157337,GM0342,2015
157338,GM0342,2016
157339,GM0342,2017
157340,GM0342,2018
157341,GM0342,2019
157342,GM0342,2020
157343,GM0342,2021
157344,GM0847,2010
157345,GM0847,2011
157346,GM0847,2012
157347,GM0847,2013
157348,GM0847,2014
157349,GM0847,2015
157350,GM0847,2016
157351,GM0847,2017
157352,GM0847,2018
157353,GM0847,2019
157354,GM0847,2020
157355,GM0847,2021
157356,GM0848,2010
157357,GM0848,2011
157358,GM0848,2012
157359,GM0848,2013
157360,GM0848,2014
157361,GM0848,2015
157362,GM0848,2016
157363,GM0848,2017
157364,GM0848,2018
157365,GM0848,2019
157366,GM0848,2020
157367,GM0848,2021
157368,GM0612,2010
157369,GM0612,2011
157370,GM0612,2012
157371,GM0612,2013
157372,GM0612,2014
157373,GM0612,2015
157374,GM0612,2016
157375,GM0612,2017
157376,GM0612,2018
157377,GM0612,2019
157378,GM0612,2020
157379,GM0612,2021
157380,GM0037,2010
157381,GM0037,2011
157382,GM0037,2012
157383,GM0037,2013
157384,GM0037,2014
157385,GM0037,2015
157386,GM0037,2016
157387,GM0037,2017
157388,GM0037,2018
157389,GM0037,2019
157390,GM0037,2020
157391,GM0037,2021
157392,GM0180,2010
157393,GM0180,2011
157394,GM0180,2012
157395,GM0180,2013
157396,GM0180,2014
157397,GM0180,2015
157398,GM0180,2016
157399,GM0180,2017
157400,GM0180,2018
157401,GM0180,2019
157402,GM0180,2020
157403,GM0180,2021
157404,GM0532,2010
157405,GM0532,2011
157406,GM0532,2012
157407,GM0532,2013
157408,GM0532,2014
157409,GM0532,2015
157410,GM0532,2016
157411,GM0532,2017
157412,GM0532,2018
157413,GM0532,2019
157414,GM0532,2020
157415,GM0532,2021
157416,GM0851,2010
157417,GM0851,2011
157418,GM0851,2012
157419,GM0851,2013
157420,GM0851,2014
157421,GM0851,2015
157422,GM0851,2016
157423,GM0851,2017
157424,GM0851,2018
157425,GM0851,2019
157426,GM0851,2020
157427,GM0851,2021
157428,GM1708,2010
157429,GM1708,2011
157430,GM1708,2012
157431,GM1708,2013
157432,GM1708,2014
157433,GM1708,2015
157434,GM1708,2016
157435,GM1708,2017
157436,GM1708,2018
157437,GM1708,2019
157438,GM1708,2020
157439,GM1708,2021
157440,GM0971,2010
157441,GM0971,2011
157442,GM0971,2012
157443,GM0971,2013
157444,GM0971,2014
157445,GM0971,2015
157446,GM0971,2016
157447,GM0971,2017
157448,GM0971,2018
157449,GM0971,2019
157450,GM0971,2020
157451,GM0971,2021
157452,GM1904,2010
157453,GM1904,2011
157454,GM1904,2012
157455,GM1904,2013
157456,GM1904,2014
157457,GM1904,2015
157458,GM1904,2016
157459,GM1904,2017
157460,GM1904,2018
157461,GM1904,2019
157462,GM1904,2020
157463,GM1904,2021
157464,GM0617,2010
157465,GM0617,2011
157466,GM0617,2012
157467,GM0617,2013
157468,GM0617,2014
157469,GM0617,2015
157470,GM0617,2016
157471,GM0617,2017
157472,GM0617,2018
157473,GM0617,2019
157474,GM0617,2020
157475,GM0617,2021
157476,GM1900,2010
157477,GM1900,2011
157478,GM1900,2012
157479,GM1900,2013
157480,GM1900,2014
157481,GM1900,2015
157482,GM1900,2016
157483,GM1900,2017
157484,GM1900,2018
157485,GM1900,2019
157486,GM1900,2020
157487,GM1900,2021
157488,GM0715,2010
157489,GM0715,2011
157490,GM0715,2012
157491,GM0715,2013
157492,GM0715,2014
157493,GM0715,2015
157494,GM0715,2016
157495,GM0715,2017
157496,GM0715,2018
157497,GM0715,2019
157498,GM0715,2020
157499,GM0715,2021
157500,GM0093,2010
157501,GM0093,2011
157502,GM0093,2012
157503,GM0093,2013
157504,GM0093,2014
157505,GM0093,2015
157506,GM0093,2016
157507,GM0093,2017
157508,GM0093,2018
157509,GM0093,2019
157510,GM0093,2020
157511,GM0093,2021
157512,GM0448,2010
157513,GM0448,2011
157514,GM0448,2012
157515,GM0448,2013
157516,GM0448,2014
157517,GM0448,2015
157518,GM0448,2016
157519,GM0448,2017
157520,GM0448,2018
157521,GM0448,2019
157522,GM0448,2020
157523,GM0448,2021
157524,GM1525,2010
157525,GM1525,2011
157526,GM1525,2012
157527,GM1525,2013
157528,GM1525,2014
157529,GM1525,2015
157530,GM1525,2016
157531,GM1525,2017
157532,GM1525,2018
157533,GM1525,2019
157534,GM1525,2020
157535,GM1525,2021
157536,GM0716,2010
157537,GM0716,2011
157538,GM0716,2012
157539,GM0716,2013
157540,GM0716,2014
157541,GM0716,2015
157542,GM0716,2016
157543,GM0716,2017
157544,GM0716,2018
157545,GM0716,2019
157546,GM0716,2020
157547,GM0716,2021
157548,GM0281,2010
157549,GM0281,2011
157550,GM0281,2012
157551,GM0281,2013
157552,GM0281,2014
157553,GM0281,2015
157554,GM0281,2016
157555,GM0281,2017
157556,GM0281,2018
157557,GM0281,2019
157558,GM0281,2020
157559,GM0281,2021
157560,GM0855,2010
157561,GM0855,2011
157562,GM0855,2012
157563,GM0855,2013
157564,GM0855,2014
157565,GM0855,2015
157566,GM0855,2016
157567,GM0855,2017
157568,GM0855,2018
157569,GM0855,2019
157570,GM0855,2020
157571,GM0855,2021
157572,GM0183,2010
157573,GM0183,2011
157574,GM0183,2012
157575,GM0183,2013
157576,GM0183,2014
157577,GM0183,2015
157578,GM0183,2016
157579,GM0183,2017
157580,GM0183,2018
157581,GM0183,2019
157582,GM0183,2020
157583,GM0183,2021
157584,GM1700,2010
157585,GM1700,2011
157586,GM1700,2012
157587,GM1700,2013
157588,GM1700,2014
157589,GM1700,2015
157590,GM1700,2016
157591,GM1700,2017
157592,GM1700,2018
157593,GM1700,2019
157594,GM1700,2020
157595,GM1700,2021
157596,GM1730,2010
157597,GM1730,2011
157598,GM1730,2012
157599,GM1730,2013
157600,GM1730,2014
157601,GM1730,2015
157602,GM1730,2016
157603,GM1730,2017
157604,GM1730,2018
157605,GM1730,2019
157606,GM1730,2020
157607,GM1730,2021
157608,GM0737,2010
157609,GM0737,2011
157610,GM0737,2012
157611,GM0737,2013
157612,GM0737,2014
157613,GM0737,2015
157614,GM0737,2016
157615,GM0737,2017
157616,GM0737,2018
157617,GM0737,2019
157618,GM0737,2020
157619,GM0737,2021
157620,GM0282,2010
157621,GM0282,2011
157622,GM0282,2012
157623,GM0282,2013
157624,GM0282,2014
157625,GM0282,2015
157626,GM0282,2016
157627,GM0282,2017
157628,GM0282,2018
157629,GM0282,2019
157630,GM0282,2020
157631,GM0282,2021
157632,GM0856,2010
157633,GM0856,2011
157634,GM0856,2012
157635,GM0856,2013
157636,GM0856,2014
157637,GM0856,2015
157638,GM0856,2016
157639,GM0856,2017
157640,GM0856,2018
157641,GM0856,2019
157642,GM0856,2020
157643,GM0856,2021
157644,GM0450,2010
157645,GM0450,2011
157646,GM0450,2012
157647,GM0450,2013
157648,GM0450,2014
157649,GM0450,2015
157650,GM0450,2016
157651,GM0450,2017
157652,GM0450,2018
157653,GM0450,2019
157654,GM0450,2020
157655,GM0450,2021
157656,GM0451,2010
157657,GM0451,2011
157658,GM0451,2012
157659,GM0451,2013
157660,GM0451,2014
157661,GM0451,2015
157662,GM0451,2016
157663,GM0451,2017
157664,GM0451,2018
157665,GM0451,2019
157666,GM0451,2020
157667,GM0451,2021
157668,GM0184,2010
157669,GM0184,2011
157670,GM0184,2012
157671,GM0184,2013
157672,GM0184,2014
157673,GM0184,2015
157674,GM0184,2016
157675,GM0184,2017
157676,GM0184,2018
157677,GM0184,2019
157678,GM0184,2020
157679,GM0184,2021
157680,GM0344,2010
157681,GM0344,2011
157682,GM0344,2012
157683,GM0344,2013
157684,GM0344,2014
157685,GM0344,2015
157686,GM0344,2016
157687,GM0344,2017
157688,GM0344,2018
157689,GM0344,2019
157690,GM0344,2020
157691,GM0344,2021
157692,GM1581,2010
157693,GM1581,2011
157694,GM1581,2012
157695,GM1581,2013
157696,GM1581,2014
157697,GM1581,2015
157698,GM1581,2016
157699,GM1581,2017
157700,GM1581,2018
157701,GM1581,2019
157702,GM1581,2020
157703,GM1581,2021
157704,GM0981,2010
157705,GM0981,2011
157706,GM0981,2012
157707,GM0981,2013
157708,GM0981,2014
157709,GM0981,2015
157710,GM0981,2016
157711,GM0981,2017
157712,GM0981,2018
157713,GM0981,2019
157714,GM0981,2020
157715,GM0981,2021
157716,GM0994,2010
157717,GM0994,2011
157718,GM0994,2012
157719,GM0994,2013
157720,GM0994,2014
157721,GM0994,2015
157722,GM0994,2016
157723,GM0994,2017
157724,GM0994,2018
157725,GM0994,2019
157726,GM0994,2020
157727,GM0994,2021
157728,GM0858,2010
157729,GM0858,2011
157730,GM0858,2012
157731,GM0858,2013
157732,GM0858,2014
157733,GM0858,2015
157734,GM0858,2016
157735,GM0858,2017
157736,GM0858,2018
157737,GM0858,2019
157738,GM0858,2020
157739,GM0858,2021
157740,GM0047,2010
157741,GM0047,2011
157742,GM0047,2012
157743,GM0047,2013
157744,GM0047,2014
157745,GM0047,2015
157746,GM0047,2016
157747,GM0047,2017
157748,GM0047,2018
157749,GM0047,2019
157750,GM0047,2020
157751,GM0047,2021
157752,GM0345,2010
157753,GM0345,2011
157754,GM0345,2012
157755,GM0345,2013
157756,GM0345,2014
157757,GM0345,2015
157758,GM0345,2016
157759,GM0345,2017
157760,GM0345,2018
157761,GM0345,2019
157762,GM0345,2020
157763,GM0345,2021
157764,GM0717,2010
157765,GM0717,2011
157766,GM0717,2012
157767,GM0717,2013
157768,GM0717,2014
157769,GM0717,2015
157770,GM0717,2016
157771,GM0717,2017
157772,GM0717,2018
157773,GM0717,2019
157774,GM0717,2020
157775,GM0717,2021
157776,GM0860,2010
157777,GM0860,2011
157778,GM0860,2012
157779,GM0860,2013
157780,GM0860,2014
157781,GM0860,2015
157782,GM0860,2016
157783,GM0860,2017
157784,GM0860,2018
157785,GM0860,2019
157786,GM0860,2020
157787,GM0860,2021
157788,GM0861,2010
157789,GM0861,2011
157790,GM0861,2012
157791,GM0861,2013
157792,GM0861,2014
157793,GM0861,2015
157794,GM0861,2016
157795,GM0861,2017
157796,GM0861,2018
157797,GM0861,2019
157798,GM0861,2020
157799,GM0861,2021
157800,GM0453,2010
157801,GM0453,2011
157802,GM0453,2012
157803,GM0453,2013
157804,GM0453,2014
157805,GM0453,2015
157806,GM0453,2016
157807,GM0453,2017
157808,GM0453,2018
157809,GM0453,2019
157810,GM0453,2020
157811,GM0453,2021
157812,GM0983,2010
157813,GM0983,2011
157814,GM0983,2012
157815,GM0983,2013
157816,GM0983,2014
157817,GM0983,2015
157818,GM0983,2016
157819,GM0983,2017
157820,GM0983,2018
157821,GM0983,2019
157822,GM0983,2020
157823,GM0983,2021
157824,GM0984,2010
157825,GM0984,2011
157826,GM0984,2012
157827,GM0984,2013
157828,GM0984,2014
157829,GM0984,2015
157830,GM0984,2016
157831,GM0984,2017
157832,GM0984,2018
157833,GM0984,2019
157834,GM0984,2020
157835,GM0984,2021
157836,GM0620,2010
157837,GM0620,2011
157838,GM0620,2012
157839,GM0620,2013
157840,GM0620,2014
157841,GM0620,2015
157842,GM0620,2016
157843,GM0620,2017
157844,GM0620,2018
157845,GM0620,2019
157846,GM0620,2020
157847,GM0620,2021
157848,GM1961,2010
157849,GM1961,2011
157850,GM1961,2012
157851,GM1961,2013
157852,GM1961,2014
157853,GM1961,2015
157854,GM1961,2016
157855,GM1961,2017
157856,GM1961,2018
157857,GM1961,2019
157858,GM1961,2020
157859,GM1961,2021
157860,GM0622,2010
157861,GM0622,2011
157862,GM0622,2012
157863,GM0622,2013
157864,GM0622,2014
157865,GM0622,2015
157866,GM0622,2016
157867,GM0622,2017
157868,GM0622,2018
157869,GM0622,2019
157870,GM0622,2020
157871,GM0622,2021
157872,GM0048,2010
157873,GM0048,2011
157874,GM0048,2012
157875,GM0048,2013
157876,GM0048,2014
157877,GM0048,2015
157878,GM0048,2016
157879,GM0048,2017
157880,GM0048,2018
157881,GM0048,2019
157882,GM0048,2020
157883,GM0048,2021
157884,GM0096,2010
157885,GM0096,2011
157886,GM0096,2012
157887,GM0096,2013
157888,GM0096,2014
157889,GM0096,2015
157890,GM0096,2016
157891,GM0096,2017
157892,GM0096,2018
157893,GM0096,2019
157894,GM0096,2020
157895,GM0096,2021
157896,GM0718,2010
157897,GM0718,2011
157898,GM0718,2012
157899,GM0718,2013
157900,GM0718,2014
157901,GM0718,2015
157902,GM0718,2016
157903,GM0718,2017
157904,GM0718,2018
157905,GM0718,2019
157906,GM0718,2020
157907,GM0718,2021
157908,GM0623,2010
157909,GM0623,2011
157910,GM0623,2012
157911,GM0623,2013
157912,GM0623,2014
157913,GM0623,2015
157914,GM0623,2016
157915,GM0623,2017
157916,GM0623,2018
157917,GM0623,2019
157918,GM0623,2020
157919,GM0623,2021
157920,GM0986,2010
157921,GM0986,2011
157922,GM0986,2012
157923,GM0986,2013
157924,GM0986,2014
157925,GM0986,2015
157926,GM0986,2016
157927,GM0986,2017
157928,GM0986,2018
157929,GM0986,2019
157930,GM0986,2020
157931,GM0986,2021
157932,GM0626,2010
157933,GM0626,2011
157934,GM0626,2012
157935,GM0626,2013
157936,GM0626,2014
157937,GM0626,2015
157938,GM0626,2016
157939,GM0626,2017
157940,GM0626,2018
157941,GM0626,2019
157942,GM0626,2020
157943,GM0626,2021
157944,GM0285,2010
157945,GM0285,2011
157946,GM0285,2012
157947,GM0285,2013
157948,GM0285,2014
157949,GM0285,2015
157950,GM0285,2016
157951,GM0285,2017
157952,GM0285,2018
157953,GM0285,2019
157954,GM0285,2020
157955,GM0285,2021
157956,GM0865,2010
157957,GM0865,2011
157958,GM0865,2012
157959,GM0865,2013
157960,GM0865,2014
157961,GM0865,2015
157962,GM0865,2016
157963,GM0865,2017
157964,GM0865,2018
157965,GM0865,2019
157966,GM0865,2020
157967,GM0865,2021
157968,GM1949,2010
157969,GM1949,2011
157970,GM1949,2012
157971,GM1949,2013
157972,GM1949,2014
157973,GM1949,2015
157974,GM1949,2016
157975,GM1949,2017
157976,GM1949,2018
157977,GM1949,2019
157978,GM1949,2020
157979,GM1949,2021
157980,GM0866,2010
157981,GM0866,2011
157982,GM0866,2012
157983,GM0866,2013
157984,GM0866,2014
157985,GM0866,2015
157986,GM0866,2016
157987,GM0866,2017
157988,GM0866,2018
157989,GM0866,2019
157990,GM0866,2020
157991,GM0866,2021
157992,GM0867,2010
157993,GM0867,2011
157994,GM0867,2012
157995,GM0867,2013
157996,GM0867,2014
157997,GM0867,2015
157998,GM0867,2016
157999,GM0867,2017
158000,GM0867,2018
158001,GM0867,2019
158002,GM0867,2020
158003,GM0867,2021
158004,GM0627,2010
158005,GM0627,2011
158006,GM0627,2012
158007,GM0627,2013
158008,GM0627,2014
158009,GM0627,2015
158010,GM0627,2016
158011,GM0627,2017
158012,GM0627,2018
158013,GM0627,2019
158014,GM0627,2020
158015,GM0627,2021
158016,GM0289,2010
158017,GM0289,2011
158018,GM0289,2012
158019,GM0289,2013
158020,GM0289,2014
158021,GM0289,2015
158022,GM0289,2016
158023,GM0289,2017
158024,GM0289,2018
158025,GM0289,2019
158026,GM0289,2020
158027,GM0289,2021
158028,GM0629,2010
158029,GM0629,2011
158030,GM0629,2012
158031,GM0629,2013
158032,GM0629,2014
158033,GM0629,2015
158034,GM0629,2016
158035,GM0629,2017
158036,GM0629,2018
158037,GM0629,2019
158038,GM0629,2020
158039,GM0629,2021
158040,GM0852,2010
158041,GM0852,2011
158042,GM0852,2012
158043,GM0852,2013
158044,GM0852,2014
158045,GM0852,2015
158046,GM0852,2016
158047,GM0852,2017
158048,GM0852,2018
158049,GM0852,2019
158050,GM0852,2020
158051,GM0852,2021
158052,GM0988,2010
158053,GM0988,2011
158054,GM0988,2012
158055,GM0988,2013
158056,GM0988,2014
158057,GM0988,2015
158058,GM0988,2016
158059,GM0988,2017
158060,GM0988,2018
158061,GM0988,2019
158062,GM0988,2020
158063,GM0988,2021
158064,GM0457,2010
158065,GM0457,2011
158066,GM0457,2012
158067,GM0457,2013
158068,GM0457,2014
158069,GM0457,2015
158070,GM0457,2016
158071,GM0457,2017
158072,GM0457,2018
158073,GM0457,2019
158074,GM0457,2020
158075,GM0457,2021
158076,GM0870,2010
158077,GM0870,2011
158078,GM0870,2012
158079,GM0870,2013
158080,GM0870,2014
158081,GM0870,2015
158082,GM0870,2016
158083,GM0870,2017
158084,GM0870,2018
158085,GM0870,2019
158086,GM0870,2020
158087,GM0870,2021
158088,GM0459,2010
158089,GM0459,2011
158090,GM0459,2012
158091,GM0459,2013
158092,GM0459,2014
158093,GM0459,2015
158094,GM0459,2016
158095,GM0459,2017
158096,GM0459,2018
158097,GM0459,2019
158098,GM0459,2020
158099,GM0459,2021
158100,GM1960,2010
158101,GM1960,2011
158102,GM1960,2012
158103,GM1960,2013
158104,GM1960,2014
158105,GM1960,2015
158106,GM1960,2016
158107,GM1960,2017
158108,GM1960,2018
158109,GM1960,2019
158110,GM1960,2020
158111,GM1960,2021
158112,GM0668,2010
158113,GM0668,2011
158114,GM0668,2012
158115,GM0668,2013
158116,GM0668,2014
158117,GM0668,2015
158118,GM0668,2016
158119,GM0668,2017
158120,GM0668,2018
158121,GM0668,2019
158122,GM0668,2020
158123,GM0668,2021
158124,GM1969,2010
158125,GM1969,2011
158126,GM1969,2012
158127,GM1969,2013
158128,GM1969,2014
158129,GM1969,2015
158130,GM1969,2016
158131,GM1969,2017
158132,GM1969,2018
158133,GM1969,2019
158134,GM1969,2020
158135,GM1969,2021
158136,GM1701,2010
158137,GM1701,2011
158138,GM1701,2012
158139,GM1701,2013
158140,GM1701,2014
158141,GM1701,2015
158142,GM1701,2016
158143,GM1701,2017
158144,GM1701,2018
158145,GM1701,2019
158146,GM1701,2020
158147,GM1701,2021
158148,GM0293,2010
158149,GM0293,2011
158150,GM0293,2012
158151,GM0293,2013
158152,GM0293,2014
158153,GM0293,2015
158154,GM0293,2016
158155,GM0293,2017
158156,GM0293,2018
158157,GM0293,2019
158158,GM0293,2020
158159,GM0293,2021
158160,GM1950,2010
158161,GM1950,2011
158162,GM1950,2012
158163,GM1950,2013
158164,GM1950,2014
158165,GM1950,2015
158166,GM1950,2016
158167,GM1950,2017
158168,GM1950,2018
158169,GM1950,2019
158170,GM1950,2020
158171,GM1950,2021
158172,GM1783,2010
158173,GM1783,2011
158174,GM1783,2012
158175,GM1783,2013
158176,GM1783,2014
158177,GM1783,2015
158178,GM1783,2016
158179,GM1783,2017
158180,GM1783,2018
158181,GM1783,2019
158182,GM1783,2020
158183,GM1783,2021
158184,GM0098,2010
158185,GM0098,2011
158186,GM0098,2012
158187,GM0098,2013
158188,GM0098,2014
158189,GM0098,2015
158190,GM0098,2016
158191,GM0098,2017
158192,GM0098,2018
158193,GM0098,2019
158194,GM0098,2020
158195,GM0098,2021
158196,GM0614,2010
158197,GM0614,2011
158198,GM0614,2012
158199,GM0614,2013
158200,GM0614,2014
158201,GM0614,2015
158202,GM0614,2016
158203,GM0614,2017
158204,GM0614,2018
158205,GM0614,2019
158206,GM0614,2020
158207,GM0614,2021
158208,GM0189,2010
158209,GM0189,2011
158210,GM0189,2012
158211,GM0189,2013
158212,GM0189,2014
158213,GM0189,2015
158214,GM0189,2016
158215,GM0189,2017
158216,GM0189,2018
158217,GM0189,2019
158218,GM0189,2020
158219,GM0189,2021
158220,GM0462,2010
158221,GM0462,2011
158222,GM0462,2012
158223,GM0462,2013
158224,GM0462,2014
158225,GM0462,2015
158226,GM0462,2016
158227,GM0462,2017
158228,GM0462,2018
158229,GM0462,2019
158230,GM0462,2020
158231,GM0462,2021
158232,GM0463,2010
158233,GM0463,2011
158234,GM0463,2012
158235,GM0463,2013
158236,GM0463,2014
158237,GM0463,2015
158238,GM0463,2016
158239,GM0463,2017
158240,GM0463,2018
158241,GM0463,2019
158242,GM0463,2020
158243,GM0463,2021
158244,GM0296,2010
158245,GM0296,2011
158246,GM0296,2012
158247,GM0296,2013
158248,GM0296,2014
158249,GM0296,2015
158250,GM0296,2016
158251,GM0296,2017
158252,GM0296,2018
158253,GM0296,2019
158254,GM0296,2020
158255,GM0296,2021
158256,GM1696,2010
158257,GM1696,2011
158258,GM1696,2012
158259,GM1696,2013
158260,GM1696,2014
158261,GM1696,2015
158262,GM1696,2016
158263,GM1696,2017
158264,GM1696,2018
158265,GM1696,2019
158266,GM1696,2020
158267,GM1696,2021
158268,GM0352,2010
158269,GM0352,2011
158270,GM0352,2012
158271,GM0352,2013
158272,GM0352,2014
158273,GM0352,2015
158274,GM0352,2016
158275,GM0352,2017
158276,GM0352,2018
158277,GM0352,2019
158278,GM0352,2020
158279,GM0352,2021
158280,GM0053,2010
158281,GM0053,2011
158282,GM0053,2012
158283,GM0053,2013
158284,GM0053,2014
158285,GM0053,2015
158286,GM0053,2016
158287,GM0053,2017
158288,GM0053,2018
158289,GM0053,2019
158290,GM0053,2020
158291,GM0053,2021
158292,GM0294,2010
158293,GM0294,2011
158294,GM0294,2012
158295,GM0294,2013
158296,GM0294,2014
158297,GM0294,2015
158298,GM0294,2016
158299,GM0294,2017
158300,GM0294,2018
158301,GM0294,2019
158302,GM0294,2020
158303,GM0294,2021
158304,GM0873,2010
158305,GM0873,2011
158306,GM0873,2012
158307,GM0873,2013
158308,GM0873,2014
158309,GM0873,2015
158310,GM0873,2016
158311,GM0873,2017
158312,GM0873,2018
158313,GM0873,2019
158314,GM0873,2020
158315,GM0873,2021
158316,GM0632,2010
158317,GM0632,2011
158318,GM0632,2012
158319,GM0632,2013
158320,GM0632,2014
158321,GM0632,2015
158322,GM0632,2016
158323,GM0632,2017
158324,GM0632,2018
158325,GM0632,2019
158326,GM0632,2020
158327,GM0632,2021
158328,GM1690,2010
158329,GM1690,2011
158330,GM1690,2012
158331,GM1690,2013
158332,GM1690,2014
158333,GM1690,2015
158334,GM1690,2016
158335,GM1690,2017
158336,GM1690,2018
158337,GM1690,2019
158338,GM1690,2020
158339,GM1690,2021
158340,GM0880,2010
158341,GM0880,2011
158342,GM0880,2012
158343,GM0880,2013
158344,GM0880,2014
158345,GM0880,2015
158346,GM0880,2016
158347,GM0880,2017
158348,GM0880,2018
158349,GM0880,2019
158350,GM0880,2020
158351,GM0880,2021
158352,GM0351,2010
158353,GM0351,2011
158354,GM0351,2012
158355,GM0351,2013
158356,GM0351,2014
158357,GM0351,2015
158358,GM0351,2016
158359,GM0351,2017
158360,GM0351,2018
158361,GM0351,2019
158362,GM0351,2020
158363,GM0351,2021
158364,GM0874,2010
158365,GM0874,2011
158366,GM0874,2012
158367,GM0874,2013
158368,GM0874,2014
158369,GM0874,2015
158370,GM0874,2016
158371,GM0874,2017
158372,GM0874,2018
158373,GM0874,2019
158374,GM0874,2020
158375,GM0874,2021
158376,GM0710,2010
158377,GM0710,2011
158378,GM0710,2012
158379,GM0710,2013
158380,GM0710,2014
158381,GM0710,2015
158382,GM0710,2016
158383,GM0710,2017
158384,GM0710,2018
158385,GM0710,2019
158386,GM0710,2020
158387,GM0710,2021
158388,GM0683,2010
158389,GM0683,2011
158390,GM0683,2012
158391,GM0683,2013
158392,GM0683,2014
158393,GM0683,2015
158394,GM0683,2016
158395,GM0683,2017
158396,GM0683,2018
158397,GM0683,2019
158398,GM0683,2020
158399,GM0683,2021
158400,GM0479,2010
158401,GM0479,2011
158402,GM0479,2012
158403,GM0479,2013
158404,GM0479,2014
158405,GM0479,2015
158406,GM0479,2016
158407,GM0479,2017
158408,GM0479,2018
158409,GM0479,2019
158410,GM0479,2020
158411,GM0479,2021
158412,GM0297,2010
158413,GM0297,2011
158414,GM0297,2012
158415,GM0297,2013
158416,GM0297,2014
158417,GM0297,2015
158418,GM0297,2016
158419,GM0297,2017
158420,GM0297,2018
158421,GM0297,2019
158422,GM0297,2020
158423,GM0297,2021
158424,GM0473,2010
158425,GM0473,2011
158426,GM0473,2012
158427,GM0473,2013
158428,GM0473,2014
158429,GM0473,2015
158430,GM0473,2016
158431,GM0473,2017
158432,GM0473,2018
158433,GM0473,2019
158434,GM0473,2020
158435,GM0473,2021
158436,GM0707,2010
158437,GM0707,2011
158438,GM0707,2012
158439,GM0707,2013
158440,GM0707,2014
158441,GM0707,2015
158442,GM0707,2016
158443,GM0707,2017
158444,GM0707,2018
158445,GM0707,2019
158446,GM0707,2020
158447,GM0707,2021
158448,GM0478,2010
158449,GM0478,2011
158450,GM0478,2012
158451,GM0478,2013
158452,GM0478,2014
158453,GM0478,2015
158454,GM0478,2016
158455,GM0478,2017
158456,GM0478,2018
158457,GM0478,2019
158458,GM0478,2020
158459,GM0478,2021
158460,GM0050,2010
158461,GM0050,2011
158462,GM0050,2012
158463,GM0050,2013
158464,GM0050,2014
158465,GM0050,2015
158466,GM0050,2016
158467,GM0050,2017
158468,GM0050,2018
158469,GM0050,2019
158470,GM0050,2020
158471,GM0050,2021
158472,GM0355,2010
158473,GM0355,2011
158474,GM0355,2012
158475,GM0355,2013
158476,GM0355,2014
158477,GM0355,2015
158478,GM0355,2016
158479,GM0355,2017
158480,GM0355,2018
158481,GM0355,2019
158482,GM0355,2020
158483,GM0355,2021
158484,GM0299,2010
158485,GM0299,2011
158486,GM0299,2012
158487,GM0299,2013
158488,GM0299,2014
158489,GM0299,2015
158490,GM0299,2016
158491,GM0299,2017
158492,GM0299,2018
158493,GM0299,2019
158494,GM0299,2020
158495,GM0299,2021
158496,GM0476,2010
158497,GM0476,2011
158498,GM0476,2012
